source,relation,target,locus,note,unit
bor-sec-38,defines,hyperlink-like selection paradigm (baseline vs. test condition within one text),~p.4-5,"The study's core experimental manipulation: epochs of pure text reading (baseline) vs. epochs requiring a context-matching word-selection decision among three bracketed options (test), isolating link-selection load from subsequent-page navigation load (FAITHFUL-Scharinger et al., p.4-5).",bor-sec-38
bor-sec-38,treats-construct,attentional disengagement / meta-awareness,~p.1,"Analogical only (not the source's own vocabulary): the paper's EF-'inhibition,' defined as interference control/executive attention, names the same control-failure mechanism boredom researchers elsewhere in this cluster invoke for attentional disengagement, but this paper studies intact, effortful inhibition, not its breakdown (P/anticipatory-application).",bor-sec-38
bor-sec-38,treats-construct,flow / engagement (contrast pole),"~p.5, 7","Analogical only: task deliberately calibrated 'neither over- nor under-loaded,' comprehension scores in the 'upper third' of norms -- an empirical engaged-task portrait, though the authors never use engagement/flow vocabulary (P/anticipatory-application).",bor-sec-38
bor-sec-38,treats-construct,mind-wandering / task-unrelated thought,~p.1-2,"Analogical only: EF-inhibition (suppressing distractor words during selection) is the same control substrate that resource-control models of mind-wandering invoke for suppressing task-unrelated thought, though this paper never engages that literature or names mind-wandering (P/anticipatory-application).",bor-sec-38
bor-sec-38,operationalizes-measure,pupil dilation / pupillometry,~p.5-8/11-16,"250 Hz SMI remote infrared eye-tracker, chin-rest-stabilized (~70cm); N=23/19/24 across three experiments; increased in test vs. baseline (Exp.1 F(1,22)=21.85, p<.001; Exp.2 F(1,18)=32.61, p<.001); no difference once difficulty equalized (Exp.3) (FAITHFUL-Scharinger et al., p.7-8, 11-12, 15-16).",bor-sec-38
bor-sec-38,operationalizes-measure,EEG alpha/theta power,~p.6-9/12-13,"27-electrode 10/20-system EEG at 500Hz; alpha band (8-13Hz) power at Pz; N=23/19; decreased in test vs. baseline (Exp.1 F(1,22)=16.05, p=.001; Exp.2 F(1,18)=15.00, p=.001); left-lateralized, parietal-occipital-maximal; theta band not analyzed (FAITHFUL-Scharinger et al., p.8-9, 12-13).",bor-sec-38
bor-sec-38,operationalizes-measure,gaze variance / fixation dispersion,~p.5-7,"Secondary/apparatus use of the same eye-tracker: gaze position used to define text-line areas of interest for epoch placement and to visually confirm a linear (non-skimming) reading pattern; not itself a reported dependent measure or statistic (FAITHFUL-Scharinger et al., p.5-7).",bor-sec-38
bor-sec-38,operationalizes-measure,blink / eye-closure,~p.6-7,"Eye-blink artifacts (missing data points) in the continuous eye-tracking stream were corrected via linear interpolation during preprocessing only; not analyzed as a dependent measure (FAITHFUL-Scharinger et al., p.6-7).",bor-sec-38
bor-sec-38,operationalizes-measure,behavioral (RT / errors / performance-monitoring),~p.7-9/12-13/16,"LGVT reading-comprehension score (+2/-1 per correct/incorrect word selection) and total reading time; negatively correlated with alpha-power change (Exp.1 r=-.41 marginal; Exp.2 r=-.50 p<.05) and strongly with reading time (r=-.80/-.84, p<.001); not correlated with pupil dilation (FAITHFUL-Scharinger et al., p.7-9, 12-13, 16).",bor-sec-38
bor-sec-38,qualifies,EEG frontal alpha asymmetry,~p.8-9/12-13,"The reported hemisphere/electrode-site laterality effects are topographic (left-hemisphere, parietal-occipital-maximal decrease tied to linguistic-task lateralization), not the classic frontal (F3/F4) approach-withdrawal asymmetry index; flagged to prevent conflation between the two constructs (FAITHFUL-Scharinger et al., p.8-9, 12-13).",bor-sec-38
bor-sec-38,construct-measured-by,load on executive functions (EFs) / pupil dilation,~p.1-4/7-8,"Hypothesis 1a: EF load during link-selection is expected to and does manifest as increased pupil dilation relative to pure-reading baseline (FAITHFUL-Scharinger et al., p.4, 7-8).",bor-sec-38
bor-sec-38,construct-measured-by,load on executive functions (EFs) / EEG alpha frequency band power,~p.1-4/8-9,"Hypothesis 1b: EF load during link-selection is expected to and does manifest as decreased (event-related-desynchronized) alpha power relative to pure-reading baseline (FAITHFUL-Scharinger et al., p.4, 8-9).",bor-sec-38
bor-sec-38,cites,Kintsch construction-integration model of text comprehension,~p.2,"Distinguishes a construction step (textbase, affected by link-selection) from an integration step (situation model, affected by subsequent pages), framing where in the comprehension process this study's load effects should act (FAITHFUL-Scharinger et al., p.2).",bor-sec-38
bor-sec-38,cites,"Miyake, A., Friedman, N.P., Emerson, M.J., Witzki, A.H., & Howerter, A. (2000)",~p.1,"Source of the updating/shifting/inhibition executive-function taxonomy adopted throughout the study (FAITHFUL-Scharinger et al., p.1).",bor-sec-38
bor-sec-38,cites,"Fitzsimmons, G., Weal, M., & Drieghe, D. (2013)",~p.2,"Only directly comparable prior study isolating link-selection load from subsequent-page load via eye-tracking of non-clickable hyperlinks; found no overall disruption effect, motivating this study's extension to actual selection decisions (FAITHFUL-Scharinger et al., p.2).",bor-sec-38
bor-sec-38,cites,"Antonenko, P., & Niederhauser, D.S. (2010)",~p.3-4,"Closest prior EEG-alpha hypertext study, examining leads/previews and cognitive load during link selection; found reduced alpha ERD with leads but confounded by perceptual differences, a design flaw this study explicitly avoids (FAITHFUL-Scharinger et al., p.3-4).",bor-sec-38
bor-sec-38,cites,"Kahneman, D., & Beatty, J. (1966)",~p.3,"Foundational pupillometry study establishing the pupil-diameter/memory-load link underlying Hypothesis 1a (FAITHFUL-Scharinger et al., p.3).",bor-sec-38
bor-sec-38,cites,"Klimesch, W. (2012, 1999)",~p.3,"Alpha-band oscillations as an index of attention and controlled access to stored information; theoretical grounding for treating alpha event-related desynchronization as a cognitive-process marker underlying Hypothesis 1b (FAITHFUL-Scharinger et al., p.3).",bor-sec-38
bor-sec-38,cites,"Pfurtscheller, G., & Lopes da Silva, F.H. (1999)",~p.3,"Event-related desynchronization/synchronization (ERD/ERS) framework used to compute and interpret the alpha frequency band power change (FAITHFUL-Scharinger et al., p.3).",bor-sec-38
bor-sec-38,cites,"Laeng, B., Sirois, S., & Gredeback, G. (2012)",~p.3,"Locus-coeruleus/noradrenergic arousal account of pupillometry, cited to characterize pupil dilation as a broad load measure also sensitive to motivation, effort, and emotion (FAITHFUL-Scharinger et al., p.3).",bor-sec-38
bor-sec-38,extends,"Di Stasi, L.L., Antoli, A., Gea, M., & Canas, J.J. (2011) hypermedia pupillometry study",~p.3,"Di Stasi et al. found pupil dilation insensitive to subjective task difficulty in complex, unconstrained web tasks; this study extends the line of research by carefully controlling perceptual/motor/structural confounds to isolate purely load-related pupillary effects in a comparably complex reading task (FAITHFUL-Scharinger et al., p.3, 19-20).",bor-sec-38
bor-sec-38,concedes,non-correlation between pupil dilation and EEG alpha power change (Hypothesis 2 disconfirmed),~p.9/18-20,"The authors' own concession: despite both measures independently confirming the EF-load manipulation, no significant correlation between the two difference-scores was found in either Experiment 1 or Experiment 2, contrary to the paper's own Hypothesis 2 (FAITHFUL-Scharinger et al., p.9, 18-20).",bor-sec-38
bor-sec-38,qualifies,"ecological validity of the hypertext-reading paradigm (non-functional links, forced linear reading)",~p.17-18,"Authors' own qualification: non-functional (dead-end) links, repeated same-position link sequences, and instructed linear reading may not generalize to naturalistic, self-directed hypertext browsing (FE, p.17-18).",bor-sec-38
bor-sec-38,grounds-measure,Boredom Experiment (VR Attention Study) -- pupillometry channel,n/a,"****** UNVERIFIED: Scharinger et al.'s 250 Hz remote infrared eye-tracker protocol (chin-rest-stabilized, 9-point calibration) offers a research-grade methodological template for a future VR attention study's pupillometry channel, but VR headset-integrated eye-tracking would differ substantially in geometry from this screen-based external-sensor setup; linkage requires the dataset entry's own instrumentation to be confirmed (P/anticipatory-application).",bor-sec-38
bor-sec-38,grounds-measure,Boredom Experiment (VR Attention Study) -- EEG alpha channel,n/a,"****** UNVERIFIED: Scharinger et al.'s 27-electrode, 500Hz, ICA-artifact-corrected EEG protocol with a defined alpha-band (8-13Hz) power-extraction procedure at Pz offers a research-grade methodological template for a future VR attention study's EEG channel, but VR headset-integrated EEG (if any) would differ substantially in electrode count/placement from this full-cap laboratory setup; linkage requires the dataset entry's own instrumentation to be confirmed (P/anticipatory-application).",bor-sec-38
bor-sec-38,bridges-to-part-iii,Part III dual-measure convergent-validity caution,n/a,"P/anticipatory-application -- Scharinger et al.'s central puzzle (pupil dilation and EEG alpha both independently track experimentally manipulated load, yet never correlate with each other) cautions Part III against assuming convergence between multiple attention/engagement indices even when each separately registers the expected effect; this parallels, and independently reinforces, the analogous caution already drawn from Strand D's Kim et al. (bor-sec-28).",bor-sec-38
bor-sec-38,bridges-to-part-iii,Part III cognitive-load-vs-monotony contrast case,n/a,"P/anticipatory-application -- because Scharinger et al.'s participants are effortfully engaged and appropriately loaded (comprehension scores in the 'upper third' of norms), the study offers Part III a contrast case for separating cognitive load under a structured, meaningful task from monotony/boredom under repetitive, low-value conditions, states this cluster's phenomenological and educational sources (Strands A-C) are careful not to conflate.",bor-sec-38
bor-sec-38,bridges-to-part-iii,Strand D Kim et al. (bor-sec-28) thematic-only parallel (no citation overlap),n/a,"P/anticipatory-application -- this source's 85-item reference list shares no author with Kim et al.'s boredom-specific literature (Eastwood, Fahlman, Farmer & Sundberg, Russell 1980, Csikszentmihalyi, Chanel et al.); the two dual-physiological-measure studies are not mutually cited. The relationship noted here is thematic only (both pair EEG with an eye-based measure and both report an unexpected measure non-correlation), not a citational or theoretical one -- no citation link is fabricated where the text supplies none.",bor-sec-38
bor-sec-31,defines,boredom-classification feature-extraction pipeline (ABP/NABP/DE/DASM/RASM),~p.3839-3840,"The paper's central methodological contribution: five feature families extracted from FP1/FP2 EEG data across five frequency bands, yielding 40 base features for classifier training (FAITHFUL-Seo et al., ~p.3839-3840).",bor-sec-31
bor-sec-31,treats-construct,situational vs. trait/state boredom,~p.3832,"Explicitly adopted: 'This study treats boredom as a state of emotion,' against Fahlman et al.'s (2013) trait view (FAITHFUL-Seo et al., p.3832).",bor-sec-31
bor-sec-31,treats-construct,boredom proneness,~p.3832,"Not measured; cited only as the trait pole set aside by the study's state-boredom framing (FE, p.3832).",bor-sec-31
bor-sec-31,treats-construct,attentional disengagement / meta-awareness,~p.3832-3833,"Eastwood et al.'s (2012) three-part attentional definition of boredom is reviewed as one of several surveyed accounts, but not adopted as the study's own operative construct (FAITHFUL-Seo et al., p.3832-3833).",bor-sec-31
bor-sec-31,treats-construct,flow / engagement (contrast pole),~p.3842,"Treated only via citation of Katahira et al. (2018), whose frontal-theta-during-flow finding is used as interpretive support for this study's own theta-band result (FAITHFUL-Seo et al., p.3842).",bor-sec-31
bor-sec-31,treats-construct,monotony / meaninglessness,~p.3838-3839,"Operationalized without being named: the boredom-evoking stimulus (a small circle tracing a larger circle's boundary at constant slow speed, looping until manually stopped) is a de facto monotony induction (FE, p.3838-3839).",bor-sec-31
bor-sec-31,treats-construct,temporality of boredom (time-drag),~p.3832,"Cited only, via Fahlman et al.'s manifestation 'experiencing a slow passage of time'; not independently developed or measured by Seo et al. (FAITHFUL-Seo et al., p.3832).",bor-sec-31
bor-sec-31,operationalizes-measure,ML classification,~p.3840-3843,"Weka k-NN/MLP/RF, 10-fold cross-validation, Wrapper Subset Evaluator feature refinement; best result k-NN 86.73% accuracy (feature group 10-2, weight 1/distance, 1-second window) (FAITHFUL-Seo et al., p.3840-3843).",bor-sec-31
bor-sec-31,operationalizes-measure,self-report / survey scale,~p.3841-3842,"Five-point Likert boredom-intensity item per video stage, dichotomized into weak (n=30) and strong (n=28) boredom groups to generate ground-truth class labels for all classifiers (FAITHFUL-Seo et al., p.3841-3842).",bor-sec-31
